name,fighter_skill_summary,url,fighter_skill_record,quote,fighter_nickname,fighter_degree,fighter_lives_in,fighter_reach,fighter_weight,fighter_leg_reach,image,fighter_age,fighter_height,fighter_from,fighter_college
Luke Jumeau,"Stricking, Jiu-Jitsu",http://www.ufc.com/fighter/luke-Jumeau,13-4-0,,The Jedi,,"Hamilton, Waikato New Zealand","72""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images/Luke_Jumeau/JUMEAU_LUKE.png,30,"5' 11"" ( 180 cm )","Hamilton, Waikato New Zealand",
Niko Price,Heart,http://www.ufc.com/fighter/niko-price,"11-1-0, 1NC",,The Hybrid,,"Cape Coral, Florida United States","76""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Niko_Price/PRICE_NIKO.png,28,"6' 0"" ( 182 cm )","Cape Coral, Florida United States",
Alan Jouban,Explosive and dynamic,http://www.ufc.com/fighter/alan-Jouban,16-6-0,,Brahma,,"Los Angeles, California United States","73""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Alan_Jouban/JOUBAN_ALAN-02-26-18.png,36,"6' 0"" ( 182 cm )","Lafayette, Louisiana United States",
Santiago Ponzinibbio,"Aggressiveness, strength and movement",http://www.ufc.com/fighter/santiago-ponzinibbio,27-3-0,,Gente Boa,,"Coconut Creek, Florida United States","73""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images/Santiago_Ponzinibbio/PONZINIBBIO_SANTIAGO.png,31,"6' 0"" ( 182 cm )",La Plata Argentina,
Zak Ottow,"Striking, wrestling, jiu-jitsu",http://www.ufc.com/fighter/zak-ottow,16-5-0,,The Barbarian,,"Milwuakee, Wisconsin United States","72""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images/Zak_Ottow/OTTOW_ZAK.png,31,"5' 11"" ( 180 cm )","Milwuakee, Wisconsin United States",
Mike Perry,Striking,http://www.ufc.com/fighter/mike-perry,11-3-0,,Platinum,,"Orlando, Florida United States","71""",170 lb ( 77 kg ),"39""",//media.ufc.tv/fighter_images/Mike_Perry/PERRY_MIKE-02-24-18.png,26,"5' 10"" ( 177 cm )","Flint, Michigan United States",
Alex Oliveira,"Striking, power, movement",http://www.ufc.com/fighter/alex-oliveira,"18-4-1, 2NC",,Cowboy,,"Tres Rios, Rio de Janeiro Brazil","76""",170 lb ( 77 kg ),"43""",//media.ufc.tv/fighter_images/Alex_Oliveira/OLIVEIRA_ALEX.png,30,"5' 11"" ( 180 cm )","Tres Rios, Rio de Janeiro Brazil",
Yushin Okami,"Ground and pound, strength, cardio",http://www.ufc.com/fighter/yushin-Okami,34-12-0,,Thunder,,Kanagawa Japan,"75""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Yushin_Okami/OKAMI_YUSHIN.png,36,"6' 2"" ( 187 cm )",Kanagawa Japan,
Gunnar Nelson,Submissions,http://www.ufc.com/fighter/gunnar-Nelson,16-3-1,,Gunni,,Reykjavik Iceland,"72""",170 lb ( 77 kg ),"39""",//media.ufc.tv/fighter_images/Gunner_Nelson/NELSON_GUNNAR.png,29,"5' 11"" ( 180 cm )",Reykjavik Iceland,
Zak Cummings,Well-rounded,http://www.ufc.com/fighter/zak-Cummings,21-5-0,,,,"Kansas City, Missouri United States","75""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images//Zak_Cummings/CUMMINGS_ZAK.png,33,"6' 0"" ( 182 cm )","Irving, Texas United States",
Geoff Neal,"Speed, power and explosiveness",http://www.ufc.com/fighter/geoff-Neal,9-2-0,,Handz of Steel,,"Dallas, Texas United States","75""",170 lb ( 77 kg ),"41""",,27,"5' 11"" ( 180 cm )","Austin, Texas United States",
Keita Nakamura,Grappling,http://www.ufc.com/fighter/keita-Nakamura,"33-8-2, 1NC",,K-Taro,,Tokyo Japan,"73""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images//Keita_Nakamura/01NAKAMURA_KEITA.png,33,"5' 11"" ( 180 cm )",Tokyo Japan,
Belal Muhammad,Everything,http://www.ufc.com/fighter/belal-Muhammad,13-2-0,,Remember The Name,,"Chicago, Illinois United States","72""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images/Belal_Muhammad/MUHAMMAD_BELAL.png,29,"5' 11"" ( 180 cm )","Chicago, Illinois United States",
Alberto Mina,"Submissions, Judo throws",http://www.ufc.com/fighter/alberto-Mina,13-0-0,,Soldier of God,,Hong Kong China,"77""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Alberto_Mina/MINA_ALBERTO.png,35,"6' 0"" ( 182 cm )","Campina Grande, Paraiba Brazil",
Curtis Millender,"Striking, reach, athleticism",http://www.ufc.com/fighter/curtis-Millender,15-3-0,,Curtious,,"Fullerton, California United States","76""",170 lb ( 77 kg ),"45""",//media.ufc.tv/fighter_images/Curtis_Millender/MILLENDER_CURTIS.png,30,"6' 3"" ( 190 cm )","San Bernardino, California United States",
Sidney Outlaw,Freestlye,http://www.ufc.com/fighter/sidney-Outlaw,9-4-0,,,,"Philadelphia, Pennsylvania  United States","74""",170 lb ( 77 kg ),,,26,"5' 8"" ( 172 cm )","Philadelphia, Pennsylvania United States",
Jonathan Meunier,"Striking, cardio, composure",http://www.ufc.com/fighter/jonathan-meunier,8-1-0,,The French Spider,,"Quebec City, Quebec Canada","75""",170 lb ( 77 kg ),"43""",//media.ufc.tv/fighter_images/Jonathan_Meunier/MEUNIER_JONATHAN.png,30,"6' 3"" ( 190 cm )","Quebec City, Quebec Canada",
Elizeu Zaleski dos Santos,Stand up,http://www.ufc.com/fighter/elizeu-zaleski-dos-santos,18-5-0,,Capoeira,,"Francisco Beltrao, Parana Brazil","73""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Elizeu_Zaleski_dos_Santos/DOS_SANTOS_ZALESKI_ELIZEAU.png,31,"5' 11"" ( 180 cm )","Francisco Beltrao, Parana Brazil",
Alexander Yakovlev,Intellectual fighter,http://www.ufc.com/fighter/alexander-Yakovlev,23-8-1,,Thunder Of The North,,"Fairfield, New Jersey USA","74""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Alexander_Yakovlev/YAKOVLEV_ALEXANDER.png,33,"6' 3"" ( 190 cm )",Great Novgorod Russia,
Tyron Woodley,"Explosiveness, speed, power, wrestling, pressure and technique",http://www.ufc.com/fighter/tyron-Woodley,18-3-1,,The Chosen One,Business,"St. Louis, Missouri United States","74""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Tyrone_Woodley/WOODLEY_TYRON.png,36,"5' 9"" ( 175 cm )","St. Louis, Missouri United States",University of Missouri
Sheldon Westcott,"Very explosive, strong, heavy hands, always looking for a finish",http://www.ufc.com/fighter/sheldon-westcott,10-3-1,,,,"St. Albert, Alberta Canada","71""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Sheldon_Westcott/WESTCOTT_SHELDON.png,33,"6' 1"" ( 185 cm )","Edmonton, Alberta Canada",
Kiichi Kunimoto,"Grappling., well-rounded",http://www.ufc.com/fighter/kiichi-Kunimoto,"19-6-2, 1NC",,Strasser,,Osaka Japan,"71""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Kiichi_Kunimoto/KiichiKunimoto_Headshot.png,36,"5' 10"" ( 177 cm )",Osaka Japan,
Emil Meek,"Striking, power",http://www.ufc.com/fighter/emil-Weber,"9-2-1, 1NC",,Valhalla,,Trondheim Norway,"74""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images/Emil_Meek/MEEK_EMIL.png,29,"5' 11"" ( 180 cm )",Trondheim Norway,
Bojan Velickovic,"Striking, grind wrestling, power",http://www.ufc.com/fighter/bojan-velickovic,15-6-1,,Serbian Steel,,"Denver, Colorado United States","76""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Bojan_Velickovic/VELICKOVIC_BOJAN.png,29,"6' 0"" ( 182 cm )",Novi Sad Serbia,
Kamaru Usman,"Striking, grappling",http://www.ufc.com/fighter/kamarudeen-usman,11-1-0,,Nigerian Nightmare,,"Boca Raton, Florida United States","76""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/1USMAN_KAMARU.png,30,"6' 0"" ( 182 cm )",Auchi Nigeria,
Salim Touahri,"BJJ, KO power, strength",http://www.ufc.com/fighter/salim-Touahri,10-2-0,,Grizzly,,Krakow Poland,"72""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Salim_Touahri/TOUHARI_SALIM.png,28,"5' 10"" ( 177 cm )",Krakow Poland,
Dhiego Lima,Well-rounded,http://www.ufc.com/fighter/dhiego-lima,14-7-0,,,,"Atlanta, Georgia USA","74""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Dhiego_Lima/LIMA_DHIEGO.png,29,"6' 2"" ( 187 cm )","Goiania, Goias Brazil",
. To Be Determined,,http://www.ufc.com/fighter/to-Be-Determined,,,,,,,,,//media.ufc.tv/fighter_images//ComingSoon/comingsoon_headshot_odopod.png,,,,
Stephen Thompson,Striking and conditioning,http://www.ufc.com/fighter/stephen-Thompson,14-2-1,,Wonderboy,,"Simpsonville, South Carolina United States","75""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Stephen_Thompson/THOMPSON_STEPHEN.png,35,"6' 0"" ( 182 cm )","Simpsonville, South Carolina United States",
Darren Till,"Everything - striking, Muay Thai, Luta Livre",http://www.ufc.com/fighter/darren-till,16-0-1,,The Gorilla,,Liverpool England,"74""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Darren_Till/TILL_DARREN.png,25,"6' 0"" ( 182 cm )",Liverpool England,
Nordine Taleb,Striking,http://www.ufc.com/fighter/nordine-taleb,14-4-0,,,,"Montreal, Quebec Canada","74""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Nordine_Taleb/TALEB_NORDINE.png,36,"6' 1"" ( 185 cm )",St. Tropez France,
George Sullivan,"Kickboxing, take down defense, cardio",http://www.ufc.com/fighter/george-Sullivan,"17-6-0, 1NC",,The Silencer,,"Belmar, New Jersey United States","73""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/George_Sullivan/SULLIVAN_GEORGE.png,37,"6' 0"" ( 182 cm )","Red Bank, New Jersey United States",
Sean Strickland,Well-rounded,http://www.ufc.com/fighter/sean-Strickland,18-2-1,,Tarzan,,"Corona, California United States","76""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Sean_Strickland/STRICKLAND_SEAN.png,27,"6' 1"" ( 185 cm )","Anaheim, California United States",
Alex Morono,"Aggression, striking, grappling",http://www.ufc.com/fighter/alex-Morono,"14-4-0, 1NC",,The Great White,,"Houston, Texas United States","72""",170 lb ( 77 kg ),"39""",//media.ufc.tv/fighter_images/Alex_Morono/MORONO_ALEX.png,27,"5' 11"" ( 180 cm )","Houston, Texas United States",
Charlie Ward,"Boxing, wrestling, work rate and conditioning",http://www.ufc.com/fighter/charlie-ward,3-3-0,,Relentless,,Dublin Ireland,"73""",170 lb ( 77 kg ),"42""",//media.ufc.tv/fighter_images/Charlie_Ward/WARD_CHARLIE_NEW.png,37,"5' 11"" ( 180 cm )",Portlaoise Ireland,
Peter Sobotta,"Well-rounded, well-conditioned, big heart",http://www.ufc.com/fighter/peter-Sobotta,17-5-1,,,,"Au, Balingen Germany","75""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Peter_Sobotta/SOBOTTA_PETER.png,31,"6' 0"" ( 182 cm )",Zabrze Poland,
Erick Silva,"Kicks, takedowns",http://www.ufc.com/fighter/erick-Silva,"19-9-0, 1NC",,The Tiger,,"Vila Velha, Espirito Santo Brazil","74""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Erick_Silva/SILVA_ERICK.png,33,"6' 0"" ( 182 cm )","Vila Velha, Espirito Santo Brazil",
Jimmy Wallhead,"Well-rounded, finisher, experience",http://www.ufc.com/fighter/jim-wallhead,29-11-0,,Judo,,Loughborough England,"73""",170 lb ( 77 kg ),"40""",//media.ufc.tv/fighter_images/Jim_Wallhead/WALLHEAD_JIM_212.png,34,"5' 10"" ( 177 cm )",Leicester England,
Claudio Silva,"Takedowns, jiu jitsu",http://www.ufc.com/fighter/claudio-Henrique-da-Silva,11-1-0,,Hannibal,,Rio de Janeiro Brazil,"71""",170 lb ( 77 kg ),,//media.ufc.tv/fighter_images/Claudio_Henrique_da_Silva/ClaudioHenriquedaSilva_Headshot.png,35,"5' 11"" ( 180 cm )","Rondonopolis, Mato Grosso Brazil",
Bradley Scott,Endurance and striking to break an opponent down,http://www.ufc.com/fighter/brad-scott,12-5-0,,Bear,,Melksham England,"76""",170 lb ( 77 kg ),"44""",//media.ufc.tv/fighter_images/Bradley_Scott/SCOTT_BRAD.png,28,"6' 1"" ( 185 cm )",Bath England,
Ben Saunders,"Striking, jiu-jitsu, aggressiveness",http://www.ufc.com/fighter/ben-Saunders,21-9-2,,Killa B,,"Orlando, Florida United States","77""",170 lb ( 77 kg ),"45""",//media.ufc.tv/fighter_images/Ben_Saunders/SAUNDERS_BEN-02-26-18.png,35,"6' 2"" ( 187 cm )","Fort Lauderdale, Florida United States",
Nico Musoke,"Well-rounded, versatile, finishing ability",http://www.ufc.com/fighter/nicholas-Musoke,"13-5-0, 1NC",,,,Stockholm Sweden,"75""",170 lb ( 77 kg ),"39""",//media.ufc.tv/fighter_images/Nicholas_Musoke/MUSOKE_NICO_stockholm.png,32,"6' 0"" ( 182 cm )","Botkyrka, Stockholm Sweden",
Muslim Salikhov,Striking,http://www.ufc.com/fighter/muslim-Salikhov,14-2-0,,King of Kung Fu,,"Buynaksk, Dagestan Russia","70""",170 lb ( 77 kg ),"41""",//media.ufc.tv/fighter_images/Muslim_Salikhov/SALIKHOV_MUSLIM.png,33,"5' 11"" ( 180 cm )",Dagestan Russia,
Kyle Stewart,Powerful striker / wrestler,http://www.ufc.com/fighter/kyle-Stewart,8-0-0,,Gunz Up,,"Tempe, Arizona United States","76""",170 lb ( 77 kg ),,,29,"6' 0"" ( 182 cm )","Mesa, Arizona United States",
